target_id	ens_gene	ext_gene	biotype	log2FC	qval
ENST00000553753.5	ENSG00000092199	HNRNPC	protein_coding	-0.598068709857461	6.58675029335339e-05
ENST00000371655.4	ENSG00000169213	RAB3B	protein_coding	-0.918921898284801	6.65868293476608e-05
ENST00000339995.11	ENSG00000110321	EIF4G2	protein_coding	-0.345644355886221	6.66087179791491e-05
MSTRG.3138.8	NA	NA	NA	-0.553139668750788	6.68864340306128e-05
ENST00000005286.8	ENSG00000006118	TMEM132A	protein_coding	-0.45596182902908	6.73464395887881e-05
ENST00000321464.7	ENSG00000177311	ZBTB38	protein_coding	-0.819684980250537	6.7902910498501e-05
ENST00000233154.9	ENSG00000071051	NCK2	protein_coding	-0.672883839936708	6.8166361017961e-05
MSTRG.23558.6	NA	NA	NA	0.646912779169095	6.8166361017961e-05
ENST00000249822.9	ENSG00000128989	ARPP19	protein_coding	0.331935175948637	6.83061816182298e-05
ENST00000219281.8	ENSG00000103005	USB1	protein_coding	-0.755170329607482	6.86323034703919e-05
ENST00000476752.1	ENSG00000107984	DKK1	protein_coding_CDS_not_defined	0.454451602736716	6.89806320975513e-05
ENST00000400033.1	ENSG00000178127	NDUFV2	protein_coding	1.59206935887113	6.93223315928586e-05
ENST00000359044.5	ENSG00000105732	ZNF574	protein_coding	-0.414580773757284	6.93223315928586e-05
ENST00000220772.8	ENSG00000104332	SFRP1	protein_coding	-2.28307901794527	6.93793988820687e-05
ENST00000437372.2	ENSG00000232306		lncRNA	3.56512002020082	6.94001618606603e-05
ENST00000394106.7	ENSG00000183723	CMTM4	protein_coding	0.433710322492311	6.98607089114202e-05
ENST00000254691.10	ENSG00000132357	CARD6	protein_coding	0.560745302121601	7.01785301501676e-05
ENST00000377798.9	ENSG00000137054	POLR1E	protein_coding	-0.405089905340276	7.03287054190376e-05
ENST00000486960.5	ENSG00000168066	SF1	retained_intron	0.580265649466387	7.04703702223436e-05
ENST00000620353.1	ENSG00000264230	ANXA8L1	retained_intron	-2.12725685907515	7.05318374480867e-05
ENST00000404136.2	ENSG00000163510	CWC22	protein_coding	-0.53491639798159	7.05481787154934e-05
MSTRG.17220.2	NA	NA	NA	-0.320444566098896	7.07518814006416e-05
ENST00000532401.1	ENSG00000175592	FOSL1	protein_coding	-4.23978907438073	7.07670727834494e-05
ENST00000548784.2	ENSG00000123066	MED13L	retained_intron	1.16313341181567	7.07670727834494e-05
ENST00000256682.9	ENSG00000134287	ARF3	protein_coding	0.311086590766277	7.09932673367113e-05
ENST00000296473.8	ENSG00000164077	MON1A	protein_coding	-0.828895561225494	7.10618175570175e-05
ENST00000343526.9	ENSG00000122779	TRIM24	protein_coding	0.660265903906323	7.10650584578375e-05
ENST00000590067.5	ENSG00000104964	TLE5	retained_intron	1.76457117191973	7.15356210583658e-05
ENST00000325551.9	ENSG00000119326	CTNNAL1	protein_coding	-0.338074508653658	7.16688142053155e-05
ENST00000548925.6	ENSG00000135441	BLOC1S1	protein_coding	0.398884378113524	7.1694016782355e-05
ENST00000554741.5	ENSG00000155465	SLC7A7	protein_coding	3.08925006554116	7.16951692411982e-05
ENST00000650193.1	ENSG00000285517		lncRNA	-1.13014266826246	7.16951692411982e-05
ENST00000477543.1	ENSG00000140299	BNIP2	retained_intron	0.7253083490681	7.18970211729275e-05
ENST00000614575.4	ENSG00000273594	EEF1D	protein_coding	-0.32690815956624	7.20677789767753e-05
ENST00000395119.7	ENSG00000104529	EEF1D	protein_coding	-0.32690815956624	7.20677789767753e-05
ENST00000539644.5	ENSG00000179195	ZNF664	protein_coding	0.992400668354961	7.20677789767753e-05
ENST00000540210.5	ENSG00000060339	CCAR1	nonsense_mediated_decay	-0.791533153615137	7.207350824656e-05
ENST00000304658.10	ENSG00000169180	XPO6	protein_coding	-0.487453482316646	7.22643091868704e-05
ENST00000263688.4	ENSG00000094975	SUCO	protein_coding	0.472557288782219	7.24534242467638e-05
MSTRG.18935.12	NA	NA	NA	-1.42637938544532	7.2820500447141e-05
MSTRG.4304.1	NA	NA	NA	0.622158751726903	7.28697431032807e-05
ENST00000333319.6	ENSG00000182648	RNF32-DT	lncRNA	-1.06028722230399	7.33896278734794e-05
ENST00000398558.8	ENSG00000161091	MFSD12	protein_coding	-0.945871872998815	7.34475275948221e-05
ENST00000488254.6	ENSG00000166197	NOLC1	protein_coding	-0.339727993357747	7.39232841752959e-05
ENST00000403562.5	ENSG00000188191	PRKAR1B	protein_coding	-0.581674360095275	7.52507626614579e-05
ENST00000494582.2	ENSG00000214381	LINC00488	retained_intron	1.89973637680292	7.5319194363133e-05
ENST00000420918.3	ENSG00000212978	C2orf74-DT	lncRNA	-0.480809584176447	7.555566695163e-05
ENST00000529575.5	ENSG00000166387	PPFIBP2	protein_coding	1.24982797058807	7.56536145184319e-05
ENST00000375341.8	ENSG00000159423	ALDH4A1	protein_coding	-0.494847860288401	7.61838100495458e-05
MSTRG.14857.4	NA	NA	NA	0.930786566304578	7.62979017370495e-05
ENST00000222388.6	ENSG00000285292	ABCF2-H2BK1	protein_coding	-0.396964999883107	7.64578364028521e-05
ENST00000563543.1	ENSG00000140961	OSGIN1	protein_coding_CDS_not_defined	0.986710604788265	7.66371347374691e-05
MSTRG.29006.8	NA	NA	NA	-0.967235337786554	7.70340124681553e-05
ENST00000533940.5	ENSG00000175274	TP53I11	protein_coding	1.26540457281939	7.73007967161333e-05
ENST00000595386.1	ENSG00000105193	RPS16	retained_intron	0.659885599642261	7.74711513996633e-05
MSTRG.15157.13	NA	NA	NA	-0.849980044476728	7.81685360764065e-05
MSTRG.18815.7	NA	NA	NA	-1.30875203349428	7.87090123053196e-05
MSTRG.17740.5	NA	NA	NA	-1.84353454816041	7.89862655824613e-05
ENST00000610551.2	ENSG00000273780	ARHGAP23	protein_coding	-4.47534386229539	7.90726992052971e-05
ENST00000272227.8	ENSG00000143870	PDIA6	protein_coding	-0.311013865368704	8.00483312355886e-05
MSTRG.15914.31	NA	NA	NA	1.19668948742211	8.00580799884882e-05
ENST00000336576.10	ENSG00000135924	DNAJB2	protein_coding	-0.597085479301021	8.03668576852108e-05
ENST00000376332.8	ENSG00000054938	CHRDL2	protein_coding	-4.1988439085858	8.0466328293951e-05
ENST00000456325.5	ENSG00000143569	UBAP2L	protein_coding	-1.08864578835901	8.05391139332071e-05
ENST00000521629.5	ENSG00000042980	ADAM28	protein_coding	3.98375292539309	8.06341251211994e-05
ENST00000361367.7	ENSG00000198730	CTR9	protein_coding	-0.336768853597237	8.0685769183467e-05
ENST00000417443.3	ENSG00000178947	SMIM10L2A	protein_coding	1.67043222987983	8.09021332429789e-05
ENST00000436551.2	ENSG00000234362	LINC01914	lncRNA	-2.56920146563911	8.13170243048066e-05
ENST00000410022.7	ENSG00000169599	NFU1	protein_coding	-0.430342919948103	8.13947968786835e-05
ENST00000359676.9	ENSG00000197183	NOL4L	protein_coding	0.697587881880739	8.19514403089889e-05
MSTRG.18519.1	NA	NA	NA	1.02913734277424	8.19634013981593e-05
ENST00000449692.3	ENSG00000175573	C11orf68	protein_coding	-0.8290751538265	8.22329906183476e-05
ENST00000263657.7	ENSG00000115946	PNO1	protein_coding	-0.343943860405148	8.23149285049324e-05
ENST00000653304.1	ENSG00000271270	TMCC1-DT	lncRNA	-0.884118900084748	8.33347689656108e-05
ENST00000439986.9	ENSG00000183287	CCBE1	protein_coding	-3.44141828673121	8.36751922836691e-05
ENST00000312280.9	ENSG00000109099	PMP22	protein_coding	-3.46679445436521	8.37661238707519e-05
ENST00000409098.5	ENSG00000135930	EIF4E2	protein_coding	-0.472791419419901	8.41948054360887e-05
ENST00000525503.5	ENSG00000137500	CCDC90B	nonsense_mediated_decay	-0.690254657916425	8.4246531867963e-05
ENST00000417819.6	ENSG00000131828	PDHA1	protein_coding	-0.363043826974114	8.42874805616875e-05
ENST00000374415.7	ENSG00000114948	ADAM23	protein_coding	-3.6087544133463	8.46649694237776e-05
MSTRG.14673.20	NA	NA	NA	4.43258750998666	8.46649694237776e-05
ENST00000572755.2	ENSG00000262771	SSBP1	protein_coding_CDS_not_defined	1.73603618739189	8.48474969803116e-05
MSTRG.19036.6	NA	NA	NA	3.55265805338969	8.52808444338264e-05
ENST00000534834.1	ENSG00000198393	ZNF26	retained_intron	1.17281925611173	8.57216537645341e-05
ENST00000544180.6	ENSG00000100504	PYGL	protein_coding	-1.20517791848637	8.60354418522863e-05
ENST00000375581.3	ENSG00000057593	F7	protein_coding	3.71278656489658	8.67619871683415e-05
ENST00000290130.4	ENSG00000159055	MIS18A	protein_coding	-0.469589772695205	8.77236301251472e-05
ENST00000319211.5	ENSG00000181104	F2R	protein_coding	-0.408455827074835	8.77236301251472e-05
MSTRG.18077.1	NA	NA	NA	2.08103697175104	8.77236301251472e-05
ENST00000493471.2	ENSG00000100804	PSMB5	protein_coding	0.650463129083088	8.77861498082464e-05
ENST00000607357.2	ENSG00000172428	COPS9	protein_coding	-0.379812855396878	8.80235563048085e-05
MSTRG.4100.4	NA	NA	NA	-1.01260404151675	8.82919515834311e-05
MSTRG.9933.3	NA	NA	NA	-1.38986480540782	8.82919515834311e-05
ENST00000245817.5	ENSG00000125657	TNFSF9	protein_coding	0.743297124741719	8.85949189186004e-05
ENST00000324079.11	ENSG00000180190	TDRP	protein_coding	0.413787735808607	8.85949189186004e-05
ENST00000296657.7	ENSG00000164236	ANKRD33B	protein_coding	-1.10567651095765	8.86690966375942e-05
ENST00000531270.5	ENSG00000154237	LRRK1	nonsense_mediated_decay	-0.954336313329494	8.93584655108678e-05
MSTRG.12117.17	NA	NA	NA	5.69591760722007	8.94068570070863e-05
ENST00000261486.6	ENSG00000129595	EPB41L4A	protein_coding	2.04469903145153	8.99458360553153e-05
ENST00000544599.5	ENSG00000155957	TMBIM4	protein_coding	0.905784726501972	8.99458360553153e-05
ENST00000361099.8	ENSG00000115415	STAT1	protein_coding	-0.531473516767424	8.99458360553153e-05
MSTRG.3344.3	NA	NA	NA	-0.95918777744492	8.99458360553153e-05
ENST00000650719.1	ENSG00000025708	TYMP	protein_coding	-4.16193395901004	9.02212742540023e-05
ENST00000338302.7	ENSG00000187800	PEAR1	protein_coding	-2.90645169963139	9.09269742629223e-05
ENST00000574322.6	ENSG00000175826	CTDNEP1	protein_coding	-0.401072210871094	9.12192881061674e-05
ENST00000394893.5	ENSG00000127948	POR	protein_coding	0.801730640236979	9.14361844152116e-05
ENST00000359543.8	ENSG00000213853	EMP2	protein_coding	0.484072918254643	9.15505824389141e-05
MSTRG.5329.14	NA	NA	NA	-0.939217399231966	9.15701377820166e-05
ENST00000676007.1	ENSG00000142871	CCN1	retained_intron	-0.915161483581231	9.22202698375752e-05
ENST00000367463.5	ENSG00000111962	UST	protein_coding	-1.3298110134573	9.24050242262968e-05
ENST00000343788.10	ENSG00000165416	SUGT1	protein_coding	-0.418811649639123	9.2469744887857e-05
ENST00000336865.6	ENSG00000076248	UNG	protein_coding	-0.865053527970965	9.25856839627235e-05
ENST00000367926.9	ENSG00000117143	UAP1	protein_coding	-0.58237371966099	9.26436105779415e-05
ENST00000410015.6	ENSG00000115919	KYNU	protein_coding	-0.736115016218903	9.26436105779415e-05
ENST00000635311.1	ENSG00000196975	ANXA4	nonsense_mediated_decay	0.74552367517485	9.2849789807641e-05
MSTRG.18612.5	NA	NA	NA	-0.657361171270214	9.31418085642211e-05
MSTRG.23840.2	NA	NA	NA	-0.486360588154978	9.31418085642211e-05
ENST00000355097.7	ENSG00000054179	ENTPD2	protein_coding	1.66438796794658	9.33721411626661e-05
MSTRG.27244.1	NA	NA	NA	2.01056374567651	9.33721411626661e-05
MSTRG.14237.1	NA	NA	NA	0.717967062722992	9.36848500747775e-05
ENST00000696375.1	ENSG00000115392	FANCL	retained_intron	1.02044182620898	9.37415755731152e-05
ENST00000535902.6	ENSG00000111261	MANSC1	protein_coding	1.30529574221148	9.41200972346178e-05
ENST00000361368.7	ENSG00000198742	SMURF1	protein_coding	0.448993690602488	9.41609000203174e-05
ENST00000311575.6	ENSG00000174721	FGFBP3	protein_coding	-0.816941439183528	9.41609000203174e-05
ENST00000704544.1	ENSG00000144815	NXPE3	protein_coding	-5.24535860144054	9.47748783658709e-05
ENST00000686258.2	ENSG00000291100		lncRNA	-0.425871204200517	9.51333868142041e-05
ENST00000337233.9	ENSG00000135124	P2RX4	protein_coding	0.669852970286532	9.52299767332736e-05
ENST00000350249.7	ENSG00000078304	PPP2R5C	protein_coding	-0.621864056652471	9.53385624882398e-05
MSTRG.26307.19	NA	NA	NA	-2.86338476893201	9.64847677136751e-05
ENST00000539111.7	ENSG00000256525	POLG2	protein_coding	-0.602063394631586	9.70317286285164e-05
ENST00000477955.1	ENSG00000081026	MAGI3	protein_coding_CDS_not_defined	1.28291121857661	9.73490627715574e-05
ENST00000600788.6	ENSG00000105643	ARRDC2	protein_coding_CDS_not_defined	1.13721345402247	9.7381388026104e-05
ENST00000604714.1	ENSG00000120008	WDR11	protein_coding_CDS_not_defined	0.90451504143721	9.73945749084565e-05
ENST00000620048.6	ENSG00000213047	DENND1B	protein_coding	0.510308673665512	9.75117701009728e-05
MSTRG.12667.8	NA	NA	NA	5.21730676440887	9.75117701009728e-05
MSTRG.7414.10	NA	NA	NA	-1.02680120160718	9.83410527169564e-05
ENST00000449247.6	ENSG00000132305	IMMT	protein_coding	-0.38546109160012	9.88200297582667e-05
ENST00000312316.9	ENSG00000137094	DNAJB5	protein_coding	-0.672577003967831	9.92550814975742e-05
ENST00000450808.2	ENSG00000162368	CMPK1	protein_coding	-1.02962917737987	9.97219370087931e-05
ENST00000291560.7	ENSG00000160207	HSF2BP	protein_coding	-1.10307050380351	0.000100351209682621
ENST00000392332.7	ENSG00000198130	HIBCH	protein_coding	-0.998284933701818	0.000100351209682621
ENST00000556324.2	ENSG00000170345	FOS	protein_coding_CDS_not_defined	0.623894103855397	0.000100431038903728
ENST00000481349.1	ENSG00000293477	CRYZL2P	lncRNA	0.911617866723526	0.000100543108231362
MSTRG.27898.8	NA	NA	NA	1.26281579834036	0.000101073675080701
ENST00000463407.6	ENSG00000139496	NUP58	protein_coding	0.456590909394088	0.000102068578634247
MSTRG.25053.6	NA	NA	NA	0.663823868879918	0.000102690236304645
MSTRG.23707.1	NA	NA	NA	0.549341226891634	0.000102929511964582
ENST00000378945.7	ENSG00000198814	GK	protein_coding	0.989639770114615	0.000104171990865362
MSTRG.28521.5	NA	NA	NA	4.21579368860867	0.000104329745445822
ENST00000543732.1	ENSG00000006118	TMEM132A	protein_coding_CDS_not_defined	-1.7522216674301	0.000105293356600388
ENST00000338561.9	ENSG00000172819	RARG	protein_coding	-1.19723392957654	0.000106647139152336
ENST00000317552.9	ENSG00000101871	MID1	protein_coding	0.422915558177035	0.000107070928188162
ENST00000371692.9	ENSG00000165716	DIPK1B	protein_coding	0.798138435626396	0.000107080253292922
MSTRG.12451.8	NA	NA	NA	-0.672385502946997	0.000107882234400763
ENST00000396349.3	ENSG00000111261	MANSC1	protein_coding	1.12758919724118	0.000107947455271489
ENST00000340020.11	ENSG00000186063	AIDA	protein_coding	-0.334147623289883	0.000107947455271489
MSTRG.10460.1	NA	NA	NA	-4.85526710885155	0.000107997531476661
ENST00000383560.4	ENSG00000206478	IER3	protein_coding	0.509454310710353	0.000108734720937995
ENST00000264255.8	ENSG00000115514	TXNDC9	protein_coding	-0.39804178228957	0.00010934549003376
ENST00000258383.4	ENSG00000135900	MRPL44	protein_coding	-0.712952053873874	0.000109497137461368
ENST00000524698.5	ENSG00000198431	TXNRD1	protein_coding	0.73439176773418	0.000110377045967604
MSTRG.4717.6	NA	NA	NA	-5.22662211749676	0.000111189922050968
ENST00000388712.7	ENSG00000135052	GOLM1	protein_coding	-0.811314259533185	0.00011137713195347
ENST00000558314.5	ENSG00000140416	TPM1	retained_intron	-1.42741902468589	0.00011149077361555
ENST00000409660.5	ENSG00000144320	LNPK	protein_coding	-0.697192843522335	0.000111524349933002
ENST00000546583.5	ENSG00000170421	KRT8	retained_intron	2.66511632845095	0.000111528878955704
ENST00000313843.8	ENSG00000103496	STX4	protein_coding	-0.420254963790776	0.000112071101781875
ENST00000264990.11	ENSG00000240303	ACAD11	protein_coding	-0.594900976755086	0.000112139341897022
ENST00000229328.10	ENSG00000111725	PRKAB1	protein_coding	0.434392046771497	0.000113381594898641
ENST00000379375.6	ENSG00000078401	EDN1	protein_coding	0.33481411389719	0.000113579987201401
MSTRG.3971.1	NA	NA	NA	0.473709690531253	0.00011390368894631
ENST00000693351.1	ENSG00000289261		lncRNA	-0.82434965338289	0.000115875405878626
ENST00000451478.6	ENSG00000226674	TEX41	lncRNA	-3.36021819499475	0.000115875405878626
ENST00000491814.1	ENSG00000169129	AFAP1L2	protein_coding_CDS_not_defined	-0.82685981145708	0.000116068987727333
ENST00000530705.6	ENSG00000133112	TPT1	protein_coding	-0.309385576798536	0.00011621901931135
ENST00000373145.3	ENSG00000124429	POF1B	protein_coding	1.16173905315143	0.00011663795761315
ENST00000367064.9	ENSG00000196352	CD55	protein_coding	-0.559874592342583	0.000116741839233593
MSTRG.14563.2	NA	NA	NA	-0.732616390075363	0.000116741839233593
ENST00000403627.7	ENSG00000133193	FAM104A	protein_coding	-0.41858187344939	0.000117020893754294
ENST00000698500.1	ENSG00000068724	TTC7A	retained_intron	-1.03685601752843	0.00011802176639357
ENST00000541395.5	ENSG00000135100	HNF1A	protein_coding	4.61076900135546	0.0001180731425822
ENST00000293872.13	ENSG00000007392	LUC7L	protein_coding	-0.772223416558773	0.000118795559756263
ENST00000304858.7	ENSG00000170606	HSPA4	protein_coding	-0.302700152027134	0.000118827620292674
ENST00000514813.6	ENSG00000291066		lncRNA	0.858646898845109	0.000118827620292674
ENST00000418996.5	ENSG00000114956	DGUOK	nonsense_mediated_decay	-0.496179623004144	0.000118914413589562
ENST00000545089.5	ENSG00000175832	ETV4	protein_coding	1.08352494795678	0.000119248968741786
ENST00000423059.9	ENSG00000005108	THSD7A	protein_coding	0.527804965587574	0.000119673520836773
ENST00000263181.7	ENSG00000121621	KIF18A	protein_coding	-0.518595542701357	0.000119744507317674
ENST00000262052.9	ENSG00000110911	SLC11A2	protein_coding	0.451819973415322	0.000121196701748037
ENST00000417189.5	ENSG00000118257	NRP2	protein_coding	-1.7744752536511	0.000121347781332939
ENST00000680032.1	ENSG00000044574	HSPA5	protein_coding	-0.401857570832004	0.000122101080592235
MSTRG.29224.2	NA	NA	NA	1.56492728741377	0.000122282530422201
MSTRG.3796.3	NA	NA	NA	3.12461868757534	0.000122282530422201
ENST00000611969.5	ENSG00000175701	MTLN	protein_coding	-0.509841894946869	0.00012228535603509
ENST00000523589.5	ENSG00000120885	CLU	protein_coding	0.473271373916599	0.000122421621078686
MSTRG.18473.16	NA	NA	NA	-1.07355089154236	0.000122677497094867
ENST00000537515.5	ENSG00000077232	DNAJC10	protein_coding	-0.44022251706246	0.000122726206957866
ENST00000654561.1	ENSG00000175061	SNHG29	lncRNA	-1.0488074505891	0.000122763173448506
MSTRG.18878.11	NA	NA	NA	-0.769323157229582	0.000123280967370389
ENST00000455942.4	ENSG00000254827	SLC22A18AS	lncRNA	0.82771105714164	0.000123798559907798
ENST00000264637.8	ENSG00000126351	THRA	protein_coding	0.780126034274824	0.000123965402534789
ENST00000678709.1	ENSG00000070756	PABPC1	retained_intron	0.506951764031205	0.000124169081817525
ENST00000635660.1	ENSG00000282849		lncRNA	-1.30273139409915	0.000124169081817525
ENST00000394480.6	ENSG00000140538	NTRK3	protein_coding	-3.98908787917353	0.000124481280396106
ENST00000379666.7	ENSG00000243147	MRPL33	protein_coding	-0.587277558848943	0.000124505371182196
ENST00000490637.5	ENSG00000153250	RBMS1	retained_intron	-0.869840140746839	0.00012579148341337
ENST00000406106.7	ENSG00000115685	PPP1R7	protein_coding	-0.485892605612439	0.00012591747475268
ENST00000307518.9	ENSG00000165887	ANKRD2	protein_coding	-1.70428573713683	0.000125986872031823
MSTRG.9248.1	NA	NA	NA	0.62987792600163	0.000125996774916632
ENST00000356853.10	ENSG00000187736	NHEJ1	protein_coding	-0.572903661215283	0.000126071635698814
MSTRG.21543.5	NA	NA	NA	-0.582333468948473	0.000126071635698814
ENST00000603544.5	ENSG00000100890	PRORP	protein_coding	-0.887801793156114	0.000126344052614624
ENST00000535681.1	ENSG00000171246	NPTX1	retained_intron	-4.22757988844141	0.000126549966935163
ENST00000369519.4	ENSG00000203867	RBM20	protein_coding	0.731989786604538	0.00012721682171539
ENST00000445819.5	ENSG00000177943	MAMDC4	protein_coding	-0.934181315658479	0.000127328916515474
ENST00000436636.7	ENSG00000154310	TNIK	protein_coding	-1.47846797536262	0.000127438224554778
